institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.058	0.141	0.053	0.070	0.037	0.170	0.137	0.102	0.233	1.000
1	0.065	0.131	0.051	0.060	0.029	0.168	0.129	0.103	0.264	1.000
2	0.058	0.105	0.041	0.068	0.024	0.141	0.136	0.093	0.334	1.000
3	0.048	0.107	0.041	0.070	0.025	0.169	0.138	0.101	0.302	1.000
4	0.081	0.143	0.056	0.072	0.036	0.178	0.132	0.081	0.221	1.000
5	0.056	0.135	0.060	0.074	0.027	0.174	0.138	0.085	0.251	1.000
6	0.050	0.126	0.056	0.079	0.029	0.188	0.137	0.091	0.243	1.000
7	0.050	0.120	0.055	0.065	0.024	0.173	0.134	0.095	0.286	1.000
8	0.047	0.112	0.044	0.049	0.021	0.143	0.131	0.097	0.355	1.000
9	0.035	0.075	0.032	0.049	0.022	0.144	0.139	0.118	0.388	1.000
10	0.077	0.169	0.059	0.078	0.030	0.166	0.115	0.082	0.223	1.000
