institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.046	0.103	0.041	0.059	0.025	0.156	0.137	0.108	0.326	1.000
1	0.057	0.130	0.052	0.069	0.026	0.168	0.133	0.098	0.266	1.000
2	0.074	0.159	0.060	0.083	0.034	0.186	0.128	0.090	0.186	1.000
3	0.086	0.202	0.071	0.091	0.035	0.189	0.106	0.070	0.150	1.000
4	0.085	0.186	0.058	0.080	0.031	0.167	0.108	0.075	0.209	1.000
5	0.095	0.206	0.060	0.079	0.031	0.146	0.094	0.062	0.227	1.000
6	0.095	0.202	0.066	0.078	0.032	0.151	0.093	0.065	0.219	1.000
7	0.087	0.181	0.055	0.070	0.027	0.150	0.097	0.071	0.263	1.000
8	0.084	0.164	0.053	0.064	0.027	0.136	0.092	0.072	0.308	1.000
9	0.093	0.172	0.057	0.067	0.023	0.120	0.081	0.068	0.318	1.000
10	0.094	0.178	0.058	0.065	0.025	0.128	0.080	0.070	0.302	1.000
11	0.097	0.167	0.057	0.068	0.030	0.145	0.092	0.071	0.273	1.000
12	0.087	0.155	0.044	0.066	0.023	0.111	0.100	0.068	0.347	1.000
13	0.075	0.165	0.050	0.066	0.033	0.136	0.085	0.079	0.312	1.000
14	0.065	0.099	0.036	0.064	0.029	0.083	0.117	0.079	0.429	1.000
15	0.072	0.179	0.055	0.063	0.038	0.107	0.105	0.078	0.303	1.000
16	0.109	0.069	0.022	0.023	0.003	0.049	0.081	0.106	0.539	1.000
17	0.109	0.069	0.022	0.023	0.003	0.049	0.081	0.106	0.539	1.000
