institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.058	0.129	0.050	0.063	0.033	0.171	0.137	0.097	0.263	1.000
1	0.065	0.111	0.050	0.067	0.029	0.172	0.123	0.098	0.285	1.000
2	0.054	0.136	0.060	0.064	0.023	0.154	0.133	0.095	0.281	1.000
3	0.046	0.112	0.045	0.053	0.022	0.152	0.141	0.097	0.333	1.000
4	0.048	0.104	0.043	0.056	0.023	0.152	0.139	0.105	0.330	1.000
5	0.043	0.105	0.036	0.054	0.022	0.152	0.140	0.106	0.342	1.000
6	0.036	0.086	0.034	0.052	0.021	0.138	0.126	0.103	0.404	1.000
7	0.049	0.118	0.047	0.057	0.024	0.160	0.140	0.107	0.297	1.000
8	0.041	0.092	0.041	0.055	0.023	0.153	0.137	0.111	0.345	1.000
9	0.047	0.098	0.043	0.064	0.026	0.166	0.139	0.111	0.306	1.000
10	0.052	0.114	0.042	0.066	0.027	0.165	0.140	0.109	0.284	1.000
11	0.072	0.153	0.052	0.072	0.029	0.164	0.113	0.089	0.254	1.000
12	0.072	0.141	0.051	0.066	0.025	0.141	0.103	0.085	0.317	1.000
13	0.081	0.183	0.059	0.081	0.033	0.172	0.117	0.075	0.199	1.000
14	0.090	0.192	0.064	0.089	0.033	0.170	0.122	0.073	0.167	1.000
15	0.067	0.157	0.055	0.070	0.029	0.134	0.099	0.077	0.313	1.000
16	0.066	0.137	0.045	0.060	0.020	0.131	0.101	0.084	0.356	1.000
