institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.063	0.148	0.055	0.072	0.040	0.178	0.136	0.096	0.211	1.000
1	0.050	0.126	0.048	0.078	0.027	0.157	0.141	0.104	0.269	1.000
2	0.062	0.119	0.043	0.068	0.025	0.175	0.129	0.100	0.277	1.000
3	0.057	0.103	0.051	0.062	0.023	0.171	0.122	0.103	0.308	1.000
4	0.060	0.129	0.054	0.066	0.027	0.170	0.129	0.088	0.276	1.000
5	0.049	0.144	0.077	0.063	0.030	0.159	0.127	0.092	0.259	1.000
6	0.057	0.143	0.061	0.076	0.033	0.176	0.136	0.088	0.229	1.000
7	0.048	0.107	0.038	0.066	0.025	0.171	0.133	0.094	0.319	1.000
8	0.049	0.121	0.046	0.068	0.030	0.171	0.128	0.086	0.301	1.000
9	0.046	0.117	0.044	0.064	0.027	0.166	0.130	0.089	0.317	1.000
10	0.051	0.111	0.048	0.065	0.022	0.156	0.131	0.094	0.324	1.000
11	0.041	0.083	0.033	0.050	0.018	0.140	0.115	0.101	0.419	1.000
12	0.036	0.077	0.030	0.045	0.018	0.129	0.133	0.113	0.419	1.000
13	0.040	0.088	0.037	0.053	0.024	0.152	0.142	0.114	0.350	1.000
14	0.080	0.173	0.060	0.079	0.030	0.166	0.112	0.080	0.221	1.000
15	0.102	0.252	0.071	0.091	0.033	0.184	0.102	0.062	0.104	1.000
