institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.065	0.155	0.057	0.079	0.041	0.167	0.132	0.091	0.214	1.000
1	0.057	0.128	0.054	0.059	0.040	0.176	0.138	0.105	0.243	1.000
2	0.058	0.107	0.042	0.055	0.030	0.165	0.140	0.095	0.308	1.000
3	0.077	0.124	0.046	0.068	0.038	0.168	0.132	0.079	0.269	1.000
4	0.059	0.142	0.050	0.071	0.032	0.183	0.118	0.101	0.244	1.000
5	0.064	0.131	0.050	0.067	0.027	0.162	0.134	0.092	0.273	1.000
6	0.064	0.128	0.056	0.067	0.023	0.167	0.137	0.102	0.257	1.000
7	0.048	0.121	0.057	0.055	0.024	0.163	0.130	0.102	0.300	1.000
8	0.043	0.118	0.048	0.058	0.022	0.154	0.140	0.099	0.318	1.000
9	0.043	0.099	0.041	0.052	0.022	0.145	0.136	0.106	0.357	1.000
10	0.047	0.114	0.045	0.063	0.022	0.158	0.137	0.098	0.317	1.000
11	0.038	0.073	0.029	0.050	0.020	0.140	0.130	0.113	0.409	1.000
12	0.035	0.082	0.030	0.050	0.019	0.148	0.148	0.118	0.370	1.000
13	0.036	0.076	0.027	0.047	0.018	0.128	0.133	0.114	0.420	1.000
14	0.038	0.087	0.039	0.049	0.021	0.132	0.137	0.110	0.386	1.000
15	0.054	0.127	0.045	0.067	0.027	0.170	0.137	0.104	0.269	1.000
16	0.071	0.150	0.055	0.072	0.029	0.159	0.115	0.086	0.262	1.000
17	0.089	0.222	0.077	0.092	0.037	0.195	0.114	0.074	0.100	1.000
