institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.069	0.150	0.061	0.065	0.024	0.162	0.137	0.090	0.239	1.000
1	0.064	0.137	0.052	0.068	0.043	0.179	0.132	0.108	0.218	1.000
2	0.060	0.134	0.046	0.070	0.041	0.161	0.127	0.109	0.252	1.000
3	0.073	0.110	0.037	0.068	0.024	0.137	0.135	0.080	0.336	1.000
4	0.054	0.125	0.051	0.076	0.026	0.161	0.137	0.098	0.273	1.000
5	0.059	0.108	0.044	0.065	0.024	0.158	0.124	0.096	0.323	1.000
6	0.084	0.119	0.042	0.071	0.030	0.180	0.139	0.092	0.243	1.000
7	0.050	0.099	0.045	0.073	0.039	0.191	0.133	0.092	0.278	1.000
8	0.056	0.114	0.036	0.066	0.030	0.175	0.138	0.089	0.296	1.000
9	0.054	0.126	0.042	0.068	0.031	0.190	0.141	0.083	0.265	1.000
10	0.046	0.118	0.048	0.073	0.027	0.186	0.135	0.095	0.272	1.000
11	0.053	0.161	0.074	0.085	0.027	0.185	0.136	0.087	0.192	1.000
12	0.049	0.100	0.041	0.069	0.021	0.160	0.132	0.091	0.337	1.000
13	0.054	0.131	0.052	0.067	0.025	0.167	0.134	0.091	0.279	1.000
14	0.045	0.131	0.059	0.072	0.031	0.172	0.137	0.090	0.262	1.000
15	0.054	0.127	0.067	0.061	0.029	0.165	0.124	0.097	0.276	1.000
16	0.041	0.102	0.038	0.054	0.021	0.158	0.123	0.100	0.362	1.000
17	0.051	0.135	0.055	0.058	0.025	0.172	0.129	0.088	0.286	1.000
18	0.045	0.109	0.041	0.052	0.019	0.147	0.122	0.100	0.365	1.000
19	0.048	0.112	0.048	0.054	0.019	0.157	0.122	0.099	0.342	1.000
20	0.050	0.104	0.048	0.052	0.021	0.152	0.128	0.105	0.340	1.000
21	0.047	0.114	0.046	0.058	0.022	0.149	0.129	0.094	0.341	1.000
22	0.040	0.094	0.034	0.049	0.018	0.132	0.129	0.104	0.400	1.000
23	0.039	0.085	0.035	0.056	0.024	0.151	0.138	0.116	0.356	1.000
24	0.076	0.170	0.060	0.075	0.029	0.163	0.111	0.079	0.237	1.000
25	0.069	0.125	0.043	0.066	0.027	0.159	0.139	0.103	0.271	1.000
