institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.068	0.163	0.059	0.083	0.042	0.172	0.129	0.088	0.196	1.000
1	0.053	0.127	0.054	0.056	0.040	0.174	0.141	0.110	0.245	1.000
2	0.051	0.108	0.050	0.049	0.045	0.161	0.159	0.111	0.267	1.000
3	0.065	0.128	0.050	0.060	0.032	0.180	0.139	0.090	0.258	1.000
4	0.085	0.100	0.057	0.074	0.026	0.177	0.108	0.117	0.257	1.000
5	0.060	0.135	0.045	0.069	0.025	0.157	0.130	0.090	0.289	1.000
6	0.062	0.121	0.048	0.079	0.022	0.169	0.140	0.097	0.263	1.000
7	0.056	0.117	0.046	0.064	0.029	0.166	0.137	0.097	0.289	1.000
8	0.058	0.116	0.043	0.065	0.028	0.162	0.129	0.087	0.312	1.000
9	0.060	0.120	0.041	0.071	0.029	0.178	0.129	0.095	0.278	1.000
10	0.055	0.114	0.048	0.074	0.035	0.194	0.131	0.093	0.255	1.000
11	0.052	0.119	0.049	0.064	0.026	0.174	0.125	0.103	0.287	1.000
12	0.060	0.143	0.066	0.068	0.025	0.167	0.134	0.095	0.242	1.000
13	0.049	0.116	0.061	0.054	0.022	0.161	0.124	0.105	0.309	1.000
14	0.050	0.132	0.057	0.060	0.020	0.168	0.133	0.093	0.287	1.000
15	0.044	0.118	0.044	0.055	0.022	0.153	0.140	0.099	0.326	1.000
16	0.041	0.084	0.027	0.044	0.018	0.140	0.129	0.106	0.411	1.000
17	0.036	0.074	0.028	0.045	0.019	0.124	0.131	0.109	0.433	1.000
18	0.035	0.077	0.031	0.054	0.020	0.145	0.139	0.118	0.381	1.000
19	0.037	0.080	0.031	0.049	0.020	0.142	0.144	0.115	0.383	1.000
20	0.037	0.080	0.035	0.042	0.018	0.132	0.136	0.115	0.404	1.000
21	0.041	0.088	0.031	0.058	0.021	0.144	0.141	0.115	0.362	1.000
22	0.050	0.113	0.048	0.064	0.031	0.173	0.138	0.107	0.276	1.000
23	0.083	0.175	0.059	0.079	0.029	0.158	0.105	0.075	0.236	1.000
24	0.080	0.195	0.080	0.091	0.040	0.198	0.125	0.083	0.109	1.000
25	0.102	0.257	0.073	0.092	0.033	0.187	0.100	0.061	0.096	1.000
