institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.040	0.090	0.037	0.054	0.023	0.149	0.138	0.112	0.356	1.000
1	0.051	0.121	0.043	0.064	0.026	0.160	0.137	0.102	0.296	1.000
2	0.052	0.121	0.051	0.059	0.028	0.179	0.135	0.102	0.275	1.000
3	0.058	0.132	0.057	0.081	0.036	0.188	0.145	0.100	0.203	1.000
4	0.074	0.163	0.067	0.087	0.038	0.198	0.133	0.087	0.151	1.000
5	0.082	0.173	0.070	0.096	0.033	0.195	0.131	0.084	0.136	1.000
6	0.082	0.165	0.066	0.099	0.031	0.185	0.130	0.083	0.160	1.000
7	0.085	0.171	0.072	0.093	0.035	0.191	0.121	0.079	0.154	1.000
8	0.081	0.183	0.078	0.105	0.030	0.197	0.118	0.085	0.122	1.000
9	0.085	0.189	0.071	0.100	0.034	0.186	0.125	0.090	0.120	1.000
10	0.090	0.197	0.076	0.108	0.039	0.188	0.117	0.073	0.111	1.000
11	0.089	0.189	0.071	0.089	0.035	0.196	0.117	0.075	0.140	1.000
12	0.090	0.186	0.072	0.085	0.038	0.180	0.111	0.070	0.167	1.000
13	0.083	0.171	0.071	0.085	0.037	0.191	0.111	0.071	0.180	1.000
14	0.096	0.197	0.066	0.087	0.036	0.185	0.101	0.067	0.164	1.000
15	0.103	0.210	0.067	0.097	0.034	0.159	0.096	0.060	0.175	1.000
16	0.098	0.211	0.069	0.092	0.034	0.171	0.101	0.064	0.160	1.000
17	0.082	0.198	0.063	0.082	0.030	0.172	0.117	0.071	0.186	1.000
18	0.083	0.204	0.063	0.089	0.033	0.173	0.100	0.069	0.186	1.000
19	0.096	0.211	0.068	0.081	0.036	0.186	0.100	0.062	0.161	1.000
20	0.089	0.192	0.056	0.074	0.026	0.167	0.106	0.073	0.218	1.000
21	0.094	0.205	0.059	0.079	0.027	0.160	0.102	0.065	0.209	1.000
22	0.090	0.218	0.062	0.083	0.029	0.158	0.098	0.061	0.200	1.000
23	0.093	0.218	0.068	0.078	0.032	0.144	0.097	0.065	0.204	1.000
24	0.105	0.236	0.070	0.086	0.029	0.145	0.100	0.058	0.170	1.000
25	0.095	0.205	0.061	0.074	0.027	0.134	0.095	0.072	0.237	1.000
26	0.091	0.202	0.054	0.068	0.026	0.140	0.095	0.073	0.251	1.000
27	0.086	0.184	0.058	0.072	0.023	0.124	0.084	0.072	0.297	1.000
28	0.084	0.162	0.051	0.057	0.021	0.123	0.092	0.074	0.337	1.000
29	0.082	0.159	0.049	0.058	0.024	0.129	0.095	0.072	0.333	1.000
30	0.077	0.140	0.038	0.056	0.022	0.120	0.087	0.082	0.378	1.000
31	0.086	0.158	0.046	0.056	0.027	0.121	0.077	0.073	0.356	1.000
32	0.081	0.157	0.044	0.061	0.027	0.112	0.076	0.072	0.371	1.000
33	0.094	0.167	0.044	0.057	0.027	0.116	0.073	0.072	0.351	1.000
34	0.093	0.143	0.044	0.062	0.020	0.111	0.075	0.076	0.376	1.000
35	0.103	0.186	0.044	0.066	0.038	0.121	0.080	0.065	0.297	1.000
36	0.071	0.134	0.040	0.049	0.026	0.099	0.078	0.076	0.427	1.000
37	0.084	0.142	0.049	0.057	0.022	0.123	0.093	0.070	0.359	1.000
38	0.076	0.145	0.047	0.059	0.023	0.118	0.096	0.069	0.367	1.000
39	0.075	0.138	0.043	0.053	0.025	0.108	0.097	0.077	0.383	1.000
40	0.078	0.173	0.052	0.070	0.028	0.138	0.085	0.068	0.308	1.000
41	0.102	0.208	0.055	0.048	0.030	0.120	0.085	0.064	0.287	1.000
42	0.063	0.138	0.032	0.053	0.015	0.071	0.103	0.081	0.444	1.000
43	0.050	0.094	0.027	0.056	0.015	0.059	0.116	0.095	0.488	1.000
44	0.065	0.279	0.114	0.041	0.011	0.094	0.091	0.078	0.228	1.000
45	0.090	0.061	0.019	0.022	0.003	0.048	0.078	0.099	0.580	1.000
46	0.108	0.069	0.022	0.023	0.003	0.049	0.081	0.105	0.541	1.000
48	0.109	0.069	0.022	0.023	0.003	0.049	0.081	0.106	0.539	1.000
49	0.109	0.069	0.022	0.023	0.003	0.049	0.081	0.106	0.539	1.000
50	0.109	0.069	0.022	0.023	0.003	0.049	0.081	0.106	0.539	1.000
51	0.109	0.069	0.022	0.023	0.003	0.049	0.081	0.106	0.539	1.000
53	0.109	0.069	0.022	0.023	0.003	0.049	0.081	0.106	0.539	1.000
59	0.109	0.069	0.022	0.023	0.003	0.049	0.081	0.106	0.539	1.000
