institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.069	0.163	0.076	0.091	0.030	0.164	0.154	0.053	0.201	1.000
1	0.045	0.115	0.053	0.047	0.022	0.145	0.150	0.104	0.320	1.000
2	0.053	0.149	0.048	0.041	0.027	0.185	0.145	0.093	0.258	1.000
3	0.050	0.137	0.051	0.057	0.033	0.177	0.136	0.119	0.240	1.000
4	0.083	0.164	0.058	0.078	0.036	0.172	0.118	0.096	0.195	1.000
5	0.059	0.133	0.048	0.068	0.023	0.183	0.124	0.116	0.245	1.000
6	0.065	0.133	0.048	0.076	0.054	0.171	0.120	0.119	0.215	1.000
7	0.051	0.155	0.050	0.068	0.051	0.161	0.128	0.116	0.221	1.000
8	0.053	0.123	0.050	0.067	0.033	0.173	0.137	0.103	0.262	1.000
9	0.060	0.101	0.045	0.071	0.025	0.153	0.141	0.094	0.310	1.000
10	0.057	0.107	0.046	0.069	0.027	0.164	0.138	0.101	0.290	1.000
11	0.074	0.110	0.049	0.066	0.023	0.158	0.128	0.100	0.291	1.000
12	0.063	0.121	0.046	0.068	0.023	0.165	0.132	0.097	0.285	1.000
13	0.055	0.108	0.043	0.069	0.032	0.162	0.132	0.096	0.303	1.000
14	0.047	0.109	0.039	0.075	0.027	0.170	0.140	0.104	0.290	1.000
15	0.053	0.132	0.048	0.077	0.029	0.162	0.134	0.089	0.276	1.000
16	0.057	0.119	0.060	0.061	0.025	0.157	0.125	0.094	0.301	1.000
17	0.082	0.113	0.041	0.067	0.031	0.174	0.142	0.091	0.260	1.000
18	0.070	0.132	0.044	0.072	0.030	0.181	0.128	0.084	0.260	1.000
19	0.056	0.123	0.048	0.066	0.029	0.181	0.130	0.087	0.280	1.000
20	0.046	0.125	0.040	0.062	0.032	0.193	0.144	0.086	0.272	1.000
21	0.049	0.133	0.050	0.075	0.026	0.196	0.137	0.091	0.243	1.000
22	0.044	0.121	0.056	0.072	0.028	0.189	0.137	0.097	0.256	1.000
23	0.049	0.141	0.065	0.082	0.029	0.188	0.143	0.090	0.213	1.000
24	0.048	0.125	0.057	0.075	0.026	0.178	0.134	0.094	0.264	1.000
25	0.049	0.120	0.050	0.063	0.026	0.165	0.137	0.091	0.299	1.000
26	0.047	0.118	0.059	0.069	0.028	0.170	0.133	0.089	0.287	1.000
27	0.048	0.114	0.052	0.063	0.024	0.158	0.132	0.096	0.312	1.000
28	0.056	0.138	0.065	0.073	0.030	0.170	0.135	0.089	0.244	1.000
29	0.057	0.139	0.057	0.059	0.023	0.165	0.133	0.094	0.273	1.000
30	0.046	0.125	0.045	0.059	0.026	0.172	0.127	0.100	0.300	1.000
31	0.041	0.088	0.033	0.053	0.015	0.129	0.109	0.098	0.434	1.000
32	0.038	0.091	0.031	0.048	0.016	0.127	0.115	0.097	0.435	1.000
33	0.036	0.084	0.034	0.041	0.017	0.134	0.128	0.103	0.424	1.000
34	0.047	0.115	0.046	0.049	0.022	0.145	0.122	0.094	0.360	1.000
35	0.049	0.101	0.046	0.047	0.018	0.140	0.125	0.099	0.374	1.000
36	0.033	0.077	0.032	0.045	0.018	0.119	0.130	0.102	0.446	1.000
37	0.042	0.097	0.039	0.051	0.023	0.135	0.125	0.101	0.389	1.000
38	0.036	0.079	0.034	0.047	0.019	0.131	0.122	0.117	0.415	1.000
39	0.040	0.081	0.035	0.051	0.029	0.164	0.133	0.123	0.345	1.000
40	0.037	0.075	0.035	0.046	0.023	0.140	0.131	0.116	0.396	1.000
41	0.033	0.072	0.032	0.049	0.022	0.145	0.141	0.122	0.384	1.000
42	0.039	0.085	0.032	0.059	0.024	0.156	0.147	0.125	0.333	1.000
43	0.044	0.080	0.033	0.053	0.022	0.141	0.136	0.114	0.376	1.000
44	0.040	0.084	0.032	0.052	0.022	0.150	0.139	0.113	0.369	1.000
45	0.043	0.098	0.041	0.060	0.025	0.158	0.145	0.109	0.321	1.000
46	0.043	0.104	0.040	0.065	0.024	0.158	0.144	0.114	0.310	1.000
47	0.050	0.114	0.051	0.067	0.026	0.172	0.144	0.104	0.272	1.000
48	0.081	0.192	0.072	0.087	0.034	0.190	0.121	0.075	0.147	1.000
49	0.087	0.191	0.062	0.076	0.030	0.165	0.102	0.075	0.213	1.000
50	0.076	0.157	0.052	0.073	0.028	0.144	0.102	0.074	0.294	1.000
51	0.095	0.180	0.055	0.078	0.028	0.160	0.117	0.083	0.202	1.000
52	0.103	0.186	0.057	0.074	0.037	0.134	0.108	0.081	0.220	1.000
53	0.115	0.120	0.036	0.058	0.015	0.082	0.113	0.089	0.372	1.000
