institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.043	0.095	0.039	0.056	0.023	0.151	0.137	0.110	0.346	1.000
1	0.054	0.124	0.050	0.068	0.028	0.169	0.138	0.099	0.270	1.000
2	0.070	0.159	0.063	0.084	0.035	0.191	0.118	0.082	0.198	1.000
3	0.086	0.196	0.069	0.096	0.034	0.190	0.109	0.075	0.145	1.000
4	0.095	0.211	0.071	0.090	0.035	0.165	0.109	0.068	0.157	1.000
5	0.090	0.196	0.062	0.078	0.030	0.153	0.098	0.070	0.223	1.000
6	0.103	0.199	0.062	0.079	0.031	0.153	0.089	0.063	0.221	1.000
7	0.105	0.219	0.057	0.076	0.029	0.141	0.084	0.061	0.229	1.000
8	0.105	0.208	0.064	0.077	0.026	0.138	0.094	0.061	0.228	1.000
9	0.080	0.154	0.040	0.053	0.023	0.119	0.088	0.076	0.368	1.000
10	0.089	0.146	0.039	0.052	0.024	0.111	0.092	0.078	0.368	1.000
11	0.068	0.127	0.026	0.039	0.015	0.079	0.089	0.073	0.485	1.000
12	0.091	0.176	0.032	0.053	0.014	0.089	0.100	0.077	0.370	1.000
13	0.110	0.083	0.023	0.026	0.006	0.056	0.078	0.104	0.514	1.000
14	0.109	0.079	0.023	0.024	0.004	0.053	0.081	0.102	0.525	1.000
15	0.109	0.069	0.022	0.023	0.003	0.049	0.081	0.106	0.539	1.000
16	0.109	0.069	0.022	0.023	0.003	0.049	0.081	0.106	0.539	1.000
17	0.109	0.069	0.022	0.023	0.003	0.049	0.081	0.106	0.539	1.000
