institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.064	0.154	0.057	0.078	0.038	0.168	0.133	0.091	0.217	1.000
1	0.053	0.127	0.044	0.071	0.034	0.169	0.122	0.120	0.259	1.000
2	0.054	0.134	0.055	0.043	0.044	0.174	0.154	0.110	0.232	1.000
3	0.064	0.101	0.046	0.060	0.028	0.169	0.133	0.099	0.300	1.000
4	0.063	0.133	0.047	0.056	0.037	0.160	0.138	0.080	0.285	1.000
5	0.046	0.114	0.039	0.054	0.031	0.157	0.138	0.094	0.328	1.000
6	0.083	0.127	0.049	0.069	0.027	0.169	0.130	0.091	0.255	1.000
7	0.073	0.133	0.043	0.078	0.029	0.154	0.130	0.086	0.275	1.000
8	0.058	0.109	0.044	0.070	0.027	0.155	0.140	0.094	0.303	1.000
9	0.047	0.116	0.043	0.072	0.021	0.168	0.134	0.101	0.298	1.000
10	0.079	0.138	0.061	0.067	0.029	0.170	0.131	0.090	0.234	1.000
11	0.053	0.127	0.051	0.076	0.033	0.176	0.133	0.092	0.260	1.000
12	0.050	0.118	0.050	0.068	0.027	0.185	0.136	0.097	0.271	1.000
13	0.063	0.129	0.061	0.055	0.025	0.177	0.129	0.104	0.259	1.000
14	0.054	0.138	0.065	0.071	0.024	0.183	0.138	0.097	0.230	1.000
15	0.052	0.129	0.065	0.057	0.023	0.153	0.126	0.096	0.298	1.000
16	0.044	0.123	0.054	0.058	0.023	0.151	0.146	0.096	0.305	1.000
17	0.040	0.114	0.037	0.051	0.021	0.158	0.134	0.102	0.343	1.000
18	0.044	0.091	0.034	0.048	0.020	0.144	0.132	0.107	0.381	1.000
19	0.042	0.090	0.034	0.052	0.021	0.135	0.129	0.103	0.394	1.000
20	0.036	0.070	0.029	0.051	0.021	0.142	0.133	0.116	0.402	1.000
21	0.036	0.085	0.031	0.051	0.020	0.152	0.150	0.118	0.358	1.000
22	0.031	0.065	0.027	0.043	0.017	0.119	0.126	0.111	0.460	1.000
23	0.038	0.083	0.030	0.043	0.018	0.125	0.130	0.119	0.415	1.000
24	0.038	0.083	0.032	0.054	0.021	0.145	0.143	0.117	0.367	1.000
25	0.047	0.106	0.044	0.061	0.030	0.169	0.140	0.110	0.293	1.000
26	0.083	0.174	0.060	0.079	0.029	0.160	0.107	0.076	0.231	1.000
27	0.089	0.222	0.077	0.092	0.037	0.195	0.114	0.074	0.100	1.000
