institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.056	0.123	0.050	0.067	0.024	0.165	0.128	0.098	0.290	1.000
1	0.048	0.106	0.043	0.059	0.026	0.162	0.138	0.101	0.317	1.000
2	0.047	0.124	0.048	0.059	0.023	0.144	0.137	0.098	0.320	1.000
3	0.044	0.119	0.041	0.065	0.024	0.159	0.131	0.105	0.312	1.000
4	0.045	0.092	0.033	0.045	0.021	0.138	0.136	0.113	0.377	1.000
5	0.036	0.073	0.030	0.044	0.023	0.139	0.138	0.110	0.406	1.000
6	0.036	0.081	0.029	0.044	0.022	0.133	0.141	0.114	0.400	1.000
7	0.035	0.072	0.027	0.040	0.025	0.147	0.145	0.115	0.395	1.000
8	0.029	0.071	0.031	0.042	0.022	0.133	0.141	0.119	0.413	1.000
9	0.029	0.075	0.036	0.050	0.028	0.162	0.147	0.121	0.353	1.000
10	0.031	0.070	0.035	0.053	0.023	0.152	0.143	0.125	0.368	1.000
11	0.029	0.071	0.030	0.048	0.022	0.142	0.137	0.125	0.397	1.000
12	0.036	0.068	0.035	0.050	0.022	0.141	0.137	0.118	0.394	1.000
13	0.048	0.124	0.049	0.067	0.025	0.174	0.138	0.102	0.273	1.000
14	0.051	0.111	0.045	0.066	0.026	0.162	0.141	0.106	0.291	1.000
15	0.050	0.115	0.056	0.064	0.025	0.172	0.140	0.104	0.274	1.000
16	0.046	0.104	0.044	0.058	0.025	0.172	0.135	0.113	0.303	1.000
17	0.043	0.101	0.044	0.062	0.024	0.164	0.142	0.110	0.310	1.000
18	0.055	0.133	0.054	0.069	0.027	0.171	0.133	0.102	0.257	1.000
19	0.056	0.143	0.052	0.076	0.031	0.190	0.128	0.104	0.220	1.000
20	0.064	0.134	0.057	0.076	0.036	0.190	0.128	0.097	0.219	1.000
21	0.057	0.117	0.050	0.071	0.027	0.186	0.128	0.105	0.259	1.000
22	0.051	0.108	0.039	0.065	0.024	0.166	0.125	0.111	0.313	1.000
23	0.058	0.105	0.046	0.071	0.026	0.165	0.137	0.111	0.281	1.000
24	0.050	0.083	0.042	0.057	0.024	0.154	0.139	0.112	0.340	1.000
25	0.045	0.104	0.046	0.064	0.023	0.162	0.145	0.106	0.305	1.000
26	0.048	0.100	0.040	0.059	0.022	0.152	0.132	0.109	0.337	1.000
27	0.054	0.119	0.051	0.083	0.031	0.168	0.146	0.102	0.246	1.000
28	0.058	0.114	0.047	0.064	0.027	0.163	0.137	0.094	0.295	1.000
29	0.076	0.159	0.060	0.079	0.032	0.180	0.131	0.085	0.197	1.000
30	0.093	0.201	0.070	0.094	0.034	0.172	0.113	0.066	0.156	1.000
31	0.089	0.179	0.070	0.093	0.040	0.175	0.117	0.075	0.163	1.000
32	0.076	0.174	0.066	0.090	0.034	0.174	0.131	0.082	0.172	1.000
33	0.086	0.180	0.063	0.090	0.037	0.186	0.133	0.082	0.144	1.000
34	0.072	0.175	0.059	0.088	0.034	0.188	0.132	0.083	0.169	1.000
35	0.077	0.164	0.052	0.091	0.033	0.186	0.128	0.093	0.176	1.000
36	0.084	0.199	0.068	0.089	0.035	0.187	0.111	0.073	0.154	1.000
37	0.080	0.180	0.058	0.072	0.031	0.165	0.105	0.080	0.228	1.000
38	0.082	0.213	0.061	0.074	0.033	0.187	0.104	0.075	0.171	1.000
39	0.090	0.197	0.064	0.076	0.031	0.170	0.115	0.076	0.180	1.000
40	0.103	0.228	0.063	0.084	0.035	0.170	0.092	0.065	0.159	1.000
41	0.102	0.196	0.056	0.073	0.028	0.154	0.090	0.076	0.224	1.000
42	0.093	0.184	0.055	0.076	0.028	0.138	0.086	0.067	0.273	1.000
43	0.092	0.191	0.067	0.066	0.026	0.142	0.087	0.067	0.263	1.000
44	0.071	0.169	0.054	0.073	0.029	0.132	0.104	0.077	0.290	1.000
45	0.059	0.129	0.048	0.075	0.023	0.116	0.093	0.071	0.386	1.000
46	0.049	0.111	0.033	0.052	0.020	0.109	0.093	0.076	0.458	1.000
47	0.075	0.130	0.047	0.060	0.020	0.117	0.088	0.076	0.388	1.000
48	0.073	0.130	0.035	0.047	0.014	0.097	0.091	0.082	0.431	1.000
49	0.062	0.103	0.030	0.047	0.016	0.100	0.105	0.091	0.447	1.000
50	0.062	0.097	0.025	0.045	0.022	0.105	0.094	0.091	0.458	1.000
51	0.068	0.080	0.022	0.035	0.017	0.086	0.093	0.094	0.505	1.000
