institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.059	0.142	0.053	0.072	0.037	0.170	0.135	0.100	0.233	1.000
1	0.047	0.127	0.047	0.058	0.028	0.169	0.134	0.104	0.284	1.000
2	0.079	0.139	0.055	0.061	0.030	0.168	0.124	0.103	0.240	1.000
3	0.058	0.106	0.041	0.069	0.025	0.144	0.135	0.094	0.328	1.000
4	0.049	0.111	0.044	0.073	0.024	0.169	0.137	0.104	0.289	1.000
5	0.083	0.130	0.047	0.077	0.033	0.176	0.138	0.083	0.232	1.000
6	0.067	0.146	0.047	0.070	0.031	0.177	0.128	0.078	0.256	1.000
7	0.044	0.110	0.048	0.076	0.031	0.197	0.139	0.095	0.260	1.000
8	0.051	0.154	0.075	0.073	0.026	0.174	0.132	0.095	0.219	1.000
9	0.048	0.113	0.060	0.074	0.032	0.175	0.138	0.087	0.273	1.000
10	0.049	0.141	0.059	0.078	0.030	0.177	0.131	0.089	0.246	1.000
11	0.044	0.126	0.045	0.062	0.025	0.173	0.136	0.091	0.298	1.000
12	0.043	0.097	0.038	0.059	0.024	0.156	0.125	0.098	0.360	1.000
13	0.044	0.085	0.036	0.045	0.017	0.135	0.117	0.107	0.414	1.000
14	0.046	0.112	0.045	0.052	0.021	0.146	0.130	0.096	0.351	1.000
15	0.036	0.078	0.030	0.049	0.020	0.140	0.139	0.116	0.390	1.000
16	0.034	0.070	0.032	0.048	0.024	0.148	0.141	0.121	0.383	1.000
17	0.077	0.170	0.059	0.078	0.030	0.166	0.115	0.082	0.222	1.000
