institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.066	0.127	0.060	0.064	0.034	0.177	0.141	0.090	0.240	1.000
1	0.051	0.132	0.058	0.077	0.024	0.159	0.131	0.097	0.271	1.000
2	0.059	0.136	0.048	0.080	0.033	0.186	0.131	0.105	0.223	1.000
3	0.049	0.106	0.036	0.059	0.029	0.169	0.138	0.096	0.318	1.000
4	0.049	0.116	0.045	0.073	0.021	0.169	0.139	0.102	0.286	1.000
5	0.065	0.118	0.055	0.069	0.024	0.179	0.127	0.099	0.265	1.000
6	0.066	0.116	0.044	0.056	0.026	0.163	0.125	0.089	0.314	1.000
7	0.040	0.108	0.043	0.065	0.024	0.174	0.129	0.101	0.316	1.000
8	0.066	0.132	0.052	0.067	0.026	0.169	0.125	0.088	0.275	1.000
9	0.040	0.106	0.041	0.060	0.024	0.149	0.128	0.101	0.350	1.000
10	0.043	0.103	0.039	0.055	0.022	0.140	0.125	0.099	0.375	1.000
11	0.040	0.094	0.043	0.046	0.016	0.123	0.128	0.104	0.405	1.000
12	0.048	0.115	0.048	0.051	0.018	0.137	0.129	0.098	0.356	1.000
13	0.053	0.159	0.063	0.053	0.022	0.159	0.124	0.082	0.285	1.000
14	0.055	0.123	0.053	0.043	0.021	0.138	0.135	0.093	0.340	1.000
15	0.034	0.089	0.033	0.045	0.018	0.128	0.128	0.101	0.424	1.000
16	0.032	0.077	0.035	0.050	0.018	0.133	0.141	0.105	0.410	1.000
17	0.039	0.105	0.043	0.055	0.020	0.136	0.133	0.092	0.378	1.000
18	0.034	0.087	0.035	0.043	0.021	0.126	0.139	0.106	0.409	1.000
19	0.040	0.085	0.034	0.049	0.021	0.138	0.130	0.100	0.404	1.000
20	0.038	0.091	0.038	0.044	0.018	0.130	0.133	0.104	0.403	1.000
21	0.034	0.083	0.036	0.042	0.019	0.133	0.129	0.109	0.415	1.000
22	0.041	0.092	0.033	0.047	0.019	0.136	0.128	0.104	0.400	1.000
23	0.038	0.097	0.031	0.045	0.021	0.132	0.135	0.109	0.392	1.000
24	0.035	0.095	0.032	0.048	0.025	0.152	0.130	0.109	0.375	1.000
25	0.040	0.103	0.041	0.048	0.020	0.137	0.139	0.114	0.358	1.000
26	0.032	0.072	0.029	0.045	0.020	0.136	0.132	0.124	0.409	1.000
27	0.034	0.064	0.025	0.044	0.018	0.135	0.132	0.125	0.423	1.000
28	0.038	0.086	0.026	0.047	0.023	0.147	0.137	0.117	0.379	1.000
29	0.043	0.086	0.032	0.052	0.022	0.146	0.137	0.112	0.369	1.000
30	0.042	0.086	0.033	0.060	0.021	0.147	0.126	0.119	0.366	1.000
31	0.035	0.068	0.034	0.054	0.028	0.161	0.139	0.128	0.353	1.000
32	0.042	0.062	0.037	0.048	0.021	0.130	0.129	0.117	0.415	1.000
33	0.039	0.079	0.033	0.055	0.023	0.147	0.136	0.115	0.373	1.000
34	0.037	0.083	0.033	0.057	0.024	0.148	0.144	0.121	0.352	1.000
35	0.038	0.077	0.033	0.051	0.021	0.140	0.136	0.120	0.384	1.000
36	0.029	0.066	0.030	0.052	0.023	0.151	0.144	0.128	0.377	1.000
37	0.034	0.081	0.035	0.052	0.024	0.151	0.150	0.118	0.353	1.000
38	0.043	0.089	0.037	0.059	0.024	0.154	0.141	0.110	0.341	1.000
39	0.044	0.096	0.034	0.052	0.023	0.157	0.140	0.111	0.343	1.000
40	0.048	0.123	0.046	0.065	0.027	0.167	0.133	0.097	0.296	1.000
41	0.061	0.135	0.049	0.074	0.025	0.181	0.142	0.096	0.237	1.000
42	0.074	0.171	0.058	0.077	0.031	0.173	0.124	0.090	0.202	1.000
43	0.081	0.178	0.062	0.081	0.030	0.172	0.115	0.078	0.203	1.000
44	0.098	0.208	0.075	0.088	0.036	0.177	0.103	0.069	0.145	1.000
45	0.087	0.192	0.069	0.088	0.035	0.169	0.117	0.072	0.171	1.000
46	0.072	0.152	0.055	0.075	0.029	0.152	0.101	0.074	0.291	1.000
47	0.090	0.173	0.055	0.074	0.028	0.151	0.098	0.074	0.256	1.000
48	0.089	0.191	0.052	0.065	0.024	0.142	0.104	0.078	0.255	1.000
49	0.027	0.005	0.003	0.055	0.003	0.061	0.033	0.038	0.776	1.000
