institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
0	0.050	0.114	0.045	0.064	0.026	0.161	0.135	0.104	0.301	1.000
1	0.073	0.155	0.059	0.076	0.031	0.167	0.116	0.085	0.237	1.000
2	0.092	0.214	0.068	0.080	0.032	0.162	0.095	0.062	0.196	1.000
3	0.109	0.219	0.068	0.080	0.030	0.150	0.098	0.062	0.183	1.000
4	0.096	0.208	0.054	0.069	0.032	0.151	0.096	0.064	0.231	1.000
5	0.097	0.193	0.057	0.078	0.027	0.146	0.086	0.076	0.240	1.000
6	0.068	0.152	0.038	0.056	0.019	0.119	0.081	0.073	0.394	1.000
7	0.077	0.163	0.040	0.049	0.023	0.128	0.078	0.075	0.366	1.000
8	0.054	0.085	0.027	0.039	0.016	0.098	0.077	0.076	0.528	1.000
9	0.099	0.100	0.029	0.048	0.021	0.105	0.106	0.084	0.408	1.000
10	0.065	0.048	0.019	0.027	0.014	0.079	0.071	0.083	0.593	1.000
11	0.055	0.063	0.016	0.029	0.019	0.073	0.083	0.092	0.570	1.000
12	0.067	0.076	0.017	0.031	0.015	0.066	0.088	0.099	0.540	1.000
13	0.070	0.073	0.019	0.037	0.014	0.063	0.096	0.096	0.532	1.000
14	0.036	0.048	0.014	0.037	0.011	0.062	0.116	0.091	0.585	1.000
15	0.109	0.069	0.022	0.023	0.003	0.049	0.081	0.106	0.539	1.000
